library,section,name,kind,number,version,interface_change,sfc_contact,code_change
Basis,10.0 SP2,OR_MHA1_CO,FB,440,10.2,no,,no
Basis,10.0 SP2,PADP_L00,FB,109,10.2,no,,no
Basis,10.0 SP2,PADP_L01,FB,110,10.2,no,,no
Basis,10.0 SP2,PADP_L02,FB,111,10.2,no,,no
Basis,10.0 SP2,PADP_L10,FB,116,10.2,no,,yes
Basis,10.0 SP2,PADP_L10_PN,FB,203,10.2,no,,yes
Basis,10.0 SP2,PDM_MS,FB,81,10.2,no,,no
Basis,10.0 SP2,PO_UPDAT,FC,279,10.2,no,,no
Basis,10.0 SP2,PS,FB,89,10.2,no,,no
Basis,10.0 SP2,QC_CHNG,FB,135,10.2,no,,no
Basis,10.0 SP2,RACK,FB,107,10.2,no,,yes
Basis,10.0 SP2,RACK_CFU,FB,425,10.2,no,,yes
Basis,10.0 SP2,RACK_PN,FB,90,10.2,no,,no
Basis,10.0 SP2,RACK_PN1,FB,415,10.2,no,,yes
Basis,10.0 SP2,RACK_PNT,FB,432,10.2,no,,yes
Basis,10.0 SP2,RED_AI,FB,444,10.2,no,,no
Basis,10.0 SP2,RED_AIH,FB,447,10.2,no,,no
Basis,10.0 SP2,RED_AQ,FB,445,10.2,no,,no
Basis,10.0 SP2,RED_AQH,FB,448,10.2,no,,no
Basis,10.0 SP2,RED_DI,FB,442,10.2,no,,no
Basis,10.0 SP2,RED_DQ,FB,443,10.2,no,,no
Basis,10.0 SP2,RED_F,FC,289,10.2,no,,no
Basis,10.0 SP2,RED_MF,FB,441,10.2,no,,yes
Basis,10.0 SP2,SUBNET,FB,106,10.2,no,,no
Basis,10.0 SP2,SUBNET_PN,FB,82,10.2,no,,yes
Basis,10.0 SP2,WRDS_CO,FB,147,10.2,no,,no
